date,Heurelocale,Température,Humidité,Windchill,Vent,Pression,Précip.
20/1/2007,4,13,85,11.5,15,1020.8,0
20/1/2007,5,13,84,12,11,1020.1,0
20/1/2007,6,12.9,84,11.4,15,1019.7,0
20/1/2007,7,13.1,80,11.3,18,1019.6,0
20/1/2007,8,13,77,10.9,22,1019.5,0
20/1/2007,9,13,69,11.5,15,1019.4,0
20/1/2007,10,13.1,71,11.2,19,1019.1,0
20/1/2007,11,13.4,68,12,15,1019.2,0
20/1/2007,12,13.8,67,12.1,19,1018.8,0
20/1/2007,13,14.2,65,12.4,22,1018.1,0
20/1/2007,14,14.1,69,12.5,19,1017.7,0
20/1/2007,15,14,71,12.1,22,1017.3,0
20/1/2007,16,10.8,87,8.8,15,1018.5,2
20/1/2007,17,10.6,85,8.5,15,1018.6,0.4
20/1/2007,18,10.6,82,9.8,7,1018.6,0
20/1/2007,19,10.3,75,8.7,11,1019.0,0
20/1/2007,20,9.8,78,8.1,11,1019.1,0
20/1/2007,21,9.7,75,8,11,1019.2,0.2
20/1/2007,22,8.6,80,7.3,8,1018.9,0
20/1/2007,23,8.8,68,6.3,15,1018.8,0
21/1/2007,0,7.9,74,6.7,7,1018.7,0
21/1/2007,1,7.6,76,5.5,11,1018.3,0
21/1/2007,2,7.5,78,4.8,15,1017.8,0
21/1/2007,3,7.4,77,4.6,15,1017.5,0
21/1/2007,4,7.3,75,4,19,1017,0
21/1/2007,5,7.2,74,3.9,19,1016.8,0
21/1/2007,6,7.3,73,3.7,22,1016.9,0
21/1/2007,7,7.3,71,4.1,18,1017.4,0
21/1/2007,8,7.1,71,3,26,1018.1,0
21/1/2007,9,6.6,75,3.7,15,1018.9,0
21/1/2007,10,6.8,75,3.5,18,1019.7,0
21/1/2007,11,7.9,69,4.4,22,1020.3,0
21/1/2007,12,8.7,63,5.7,19,1020.3,0
21/1/2007,13,9.6,56,7,18,1019.7,0
21/1/2007,14,10.3,53,7.7,19,1019.4,0
